query,runtime (ms),query_complexity,runtime_boolean,table_size,length
select distinct coursealias1department coursealias1name coursealias1number from course as coursealias0 inner join course_prerequisite as course_prerequisitealias0 on coursealias0course_id course_prerequisitealias0course_id inner join course as coursealias1 on coursealias1course_id course_prerequisitealias0pre_course_id where coursealias0department eecs and coursealias0number 281 ,0.3969669342041015,1,0,22949,31
select distinct coursealias1department coursealias1name coursealias1number from course as coursealias0 course as coursealias1 course_prerequisite as course_prerequisitealias0 where coursealias0course_id course_prerequisitealias0pre_course_id and coursealias1course_id course_prerequisitealias0course_id and coursealias1department eecs and coursealias1number 281 ,0.4281997680664062,1,0,22949,27
select distinct studentalias0total_credit from student as studentalias0 where studentalias0student_id 1 ,0.314950942993164,1,0,11,10
select distinct course_offeringalias0end_time course_offeringalias0friday course_offeringalias0monday course_offeringalias0saturday course_offeringalias0start_time course_offeringalias0sunday course_offeringalias0thursday course_offeringalias0tuesday course_offeringalias0wednesday from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number 482 and semesteralias0semester fa and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,4.889965057373047,1,1,163281,39
select distinct coursealias0department coursealias0name coursealias0number from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and semesteralias0semester wn and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 order by coursealias0department ,6.437063217163086,1,1,163281,33
select distinct studentalias0total_gpa from student as studentalias0 where studentalias0student_id 1 ,0.311136245727539,1,0,11,10
select distinct coursealias0department coursealias0name coursealias0number program_coursealias0workload from course as coursealias0 program as programalias0 program_course as program_coursealias0 where program_coursealias0course_id coursealias0course_id and programalias0name like cslsa and programalias0program_id program_coursealias0program_id ,0.80108642578125,1,0,11493,26
select count 0 from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number 492 and semesteralias0semester fa and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,6.128072738647461,0,1,163281,31
select distinct coursealias0department coursealias0name coursealias0number from course as coursealias0 program_course as program_coursealias0 where program_coursealias0category like ulcs and program_coursealias0course_id coursealias0course_id ,0.5328655242919922,1,0,11492,19
select distinct course_offeringalias0friday course_offeringalias0monday course_offeringalias0saturday course_offeringalias0sunday course_offeringalias0thursday course_offeringalias0tuesday course_offeringalias0wednesday from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number 281 and semesteralias0semester wn and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,3.289937973022461,1,1,163281,37
select distinct coursealias0department coursealias0name coursealias0number from course as coursealias0 inner join course_offering as course_offeringalias0 on coursealias0course_id course_offeringalias0course_id inner join semester as semesteralias0 on semesteralias0semester_id course_offeringalias0semester where coursealias0department eecs and semesteralias0semester sp ,11.337995529174805,1,1,163281,31
select count 0 from course as coursealias0 inner join program_course as program_coursealias0 on program_coursealias0course_id coursealias0course_id where coursealias0department eecs and coursealias0number 381 and program_coursealias0category like ulcs ,0.5669593811035156,1,0,11492,25
select count 0 from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where course_offeringalias0start_time 120000 and coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number 281 and semesteralias0semester fa and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2015 ,5.398035049438477,0,1,163281,34
select count 0 from course as coursealias0 course_offering as course_offeringalias0 instructor as instructoralias0 offering_instructor as offering_instructoralias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number 492 and instructoralias0name like provost and offering_instructoralias0instructor_id instructoralias0instructor_id and offering_instructoralias0offering_id course_offeringalias0offering_id and semesteralias0semester fa and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,3.849029541015625,0,1,332336,47
select distinct coursealias0department coursealias0name coursealias0number from course as coursealias0 course_offering as course_offeringalias0 program as programalias0 program_course as program_coursealias0 semester as semesteralias0 where program_coursealias0course_id coursealias0course_id and program_coursealias0course_id coursealias0course_id and programalias0name like cs and programalias0program_id program_coursealias0program_id and semesteralias0semester su and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,84.18798446655273,1,1,163321,43
